1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.5862600377e-03,9.8901565495e-01,-6.9049667388e-03,2.0986532261e-03,-5.7142846650e-03,5.3661257643e-03,1.3963648507e-02,-4.6883695407e-04,-1.8835458753e-03,2.0053135496e-03,4.8876441535e-03,-8.8822796926e-03,1.1917474323e-02,-1.5828440927e-02,-4.9536960115e-03,-1.1185619468e-03
9.8802299173e-03,-1.0170966649e-02,-2.4208985143e-03,-1.3257889699e-04,-8.5049099056e-03,1.0140683723e-02,1.6634613136e-02,-3.9256593588e-03,-5.3077035439e-03,7.2129123293e-03,1.8178667210e-03,1.2793669817e-03,2.5780577278e-04,3.9445386526e-03,8.8809660001e-04,-5.9093591051e-04
-2.0362599029e-03,1.5370169997e-02,-1.9924615046e-04,7.0305593128e-04,1.6336145587e-03,-4.8579191418e-03,5.5057233235e-03,-4.5093767106e-03,7.9191744250e-04,-5.6432325298e-04,7.5136225854e-04,3.3059886345e-03,3.0565273622e-04,2.9112057986e-03,-3.4355569692e-03,1.5978638741e-04
-2.3095870243e-03,-1.3823219614e-02,1.7569921233e-03,2.3733440726e-03,-3.9312701753e-04,1.5854504530e-03,-3.9793127077e-03,-5.6623964514e-04,-2.0280642968e-03,4.6807437692e-03,7.5638955042e-03,-1.0042413326e-03,-7.0474180429e-03,2.7733473610e-02,-1.0862721655e-03,3.9521139307e-04
2.3123136735e-03,-2.0169984737e-03,1.6686758262e-03,2.7804198989e-03,2.2228623941e-03,-4.0593053271e-03,-2.3136348141e-03,-3.5263435101e-03,6.9857925049e-03,-5.8756396805e-03,-9.6079073485e-03,-5.5246542962e-03,-3.6611577235e-03,4.2866004374e-03,4.7082077118e-03,6.5451178230e-04
-1.2649481503e-02,3.3626496194e-02,-2.0233472353e-03,8.5774137121e-04,1.5940751724e-03,2.7835080118e-04,2.7161117668e-04,2.9805683015e-03,-9.5695909270e-04,3.3067676204e-03,-3.5498881966e-03,-2.2387749922e-03,1.3613175087e-03,-1.0612989156e-02,-2.0450000227e-03,3.0700460722e-03
-5.1820464828e-03,-6.1626373598e-03,1.5004395318e-03,1.9398385423e-03,-1.0655517015e-03,5.0758407992e-03,9.4629901428e-03,-3.1443636903e-03,6.4192668814e-04,-1.3642113786e-03,2.8554794348e-04,6.0624673425e-03,1.4159794687e-02,-1.3479606124e-02,7.4368217990e-04,-1.2374665415e-03
-9.0412446570e-03,1.6377591741e-02,1.6803221659e-04,-2.3952577628e-03,1.0575881770e-03,-7.4443080242e-03,6.2441572939e-03,4.0152428519e-04,1.4399667257e-03,-3.7720888713e-03,6.0485317215e-05,3.6127946861e-03,-3.8602582973e-03,3.6537972638e-03,1.2719288069e-03,-4.1144335448e-04
4.7700202906e-04,-2.5183085530e-02,-5.9499050878e-03,-8.5381634172e-04,-2.4082959216e-04,-1.1505502686e-02,4.1268717542e-03,-9.5070412641e-04,-1.8957314303e-03,-1.1591321717e-03,5.8476414976e-03,2.0992767317e-03,4.5173786471e-03,5.4351755097e-03,-6.9241785045e-03,2.4452648049e-03
-7.4626395605e-03,1.3992922388e-02,3.3439405519e-03,-5.2732334502e-04,-2.0269194799e-03,1.9099172176e-03,-4.9642960671e-03,7.5325670447e-04,-5.3108132451e-04,3.5437269834e-03,-8.9032723632e-03,5.0630592572e-03,-1.1142619862e-02,1.5600398552e-02,2.1917508544e-04,1.1842142080e-04
-9.1674293618e-03,1.2956188289e-02,7.6253667469e-04,-1.1654387727e-03,-6.3778350349e-04,-3.0820188654e-03,2.4472208048e-03,1.4505083264e-03,-1.0813675088e-03,2.5530588889e-03,-2.9128792394e-03,2.3703846597e-03,5.4118353742e-03,-9.5887273010e-03,-3.5542552213e-03,6.2024334096e-05
1.5549944609e-03,-1.5072568252e-03,-4.3554910437e-05,1.2851838090e-04,-8.8067719125e-04,-4.6201331459e-03,3.4716774335e-03,-1.5176021341e-03,-2.0701009854e-03,7.0176818578e-03,2.1901788961e-03,-3.8447186824e-04,9.9591566117e-01,7.4655177751e-04,-4.6157788771e-04,-7.7850276064e-04
1.2427116246e-03,6.2677831166e-04,5.5016336514e-04,-3.9799609256e-03,-3.5990641851e-03,4.2765177386e-03,4.0955283284e-05,6.4930462325e-04,2.7292126876e-03,6.6881653782e-04,1.6844279088e-03,6.5680080054e-03,1.0400432235e-03,9.9019220601e-01,1.7840940481e-03,9.5077791952e-04
7.1767835017e-03,-2.2262238097e-02,1.1332296749e-03,3.2329419434e-03,5.4843952057e-04,-8.9019949076e-04,-9.8997064044e-04,-2.5976947439e-03,9.0895177278e-04,-3.9554602898e-04,-6.3429133748e-04,-8.0525879035e-03,-3.9550676130e-03,1.7187773041e-02,2.3594701377e-03,5.3950623863e-05
1.3037204871e-03,1.5531613523e-02,3.7980514969e-03,7.7987202228e-04,-1.6942278358e-03,6.8598039920e-04,-1.1307268107e-04,-1.6722166994e-04,-1.3284804251e-03,6.8170227488e-03,3.1396715891e-03,-2.6495693637e-04,-2.6625008680e-03,-9.0992201142e-03,4.2931836355e-03,-1.6516090071e-03
